"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-size-base 6"
"M. Ann Little","2.0 颗星，最多 5 颗星","NOT SO MUCH❗️","2021年6月28日 在美国审核","已确认购买","I  m loved every one of E Rutherfurds book but CHINA was a drag!  I usually read his books in a couple of days but this took forever as I kept putting it down!I hop the next book is better😡","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAouKoT2B3%252BJpghSUh5cujD7fJMW4%252FW2EQoCIRMc13nUAAAAAGQvxAEAAAAB%26reviewId%3DR1DDNGVOIGJO1Q&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","4 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAouKoT2B3%2BJpghSUh5cujD7fJMW4%2FW2EQoCIRMc13nUAAAAAGQvxAEAAAAB&reviewId=R1DDNGVOIGJO1Q","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Jeanne Newkirk","1.0 颗星，最多 5 颗星","Tedious, tedious, tedious","2021年5月30日 在美国审核","已确认购买","I waited impatiently for China to come out, having read all of Rutherford’s books and thoroughly enjoying them. I reread several. The longer the better, the books were riveting.Not so China. I had to keep talking myself into going back and picking China up. Halfway through, I gave up. Chapters dragged on, repetition opium issue was boring. Most of all, I expected a panoramic view of China since that was the title, not a novel from the 1800s on.  I’ll never know if the book got better because I’m still asleep.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPnUkzzMGm%252B7OK9h1WAWpxmTVxsb4dQY6X2oRwO%252FaE%252BxAAAAAGQvxAEAAAAB%26reviewId%3DR2CXVOBWQUBUZC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","48 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPnUkzzMGm%2B7OK9h1WAWpxmTVxsb4dQY6X2oRwO%2FaE%2BxAAAAAGQvxAEAAAAB&reviewId=R2CXVOBWQUBUZC","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Leigh D. Van Gilst","2.0 颗星，最多 5 颗星","Meh","2021年7月7日 在美国审核","已确认购买","I was disappointed. I love Rutherfurd’s books and have read them all. This strayed from his unique style and was dull.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAth3MVDk1AM5X5QNsbxW3r5jhUL5ix%252BIRMMsxzhvka%252BAAAAAGQvxAIAAAAB%26reviewId%3DRIPSCXSPUOZOK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAth3MVDk1AM5X5QNsbxW3r5jhUL5ix%2BIRMMsxzhvka%2BAAAAAGQvxAIAAAAB&reviewId=RIPSCXSPUOZOK","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"sadie n shmoopie","1.0 颗星，最多 5 颗星","Disappointing","2021年10月27日 在美国审核","已确认购买","China has thousands of years of rich history, yet the author chose the time of colonialism.The perspectives of the characters are shifted around too quickly as well, and the longest perspectives have been from British Christian men.Not worth the time","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMDLHjJIPoO0jIL26EjMrXqpnFPVDoljQdCZRQEuwRFnAAAAAGQvxAIAAAAB%26reviewId%3DRFHG6DKUU25WQ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMDLHjJIPoO0jIL26EjMrXqpnFPVDoljQdCZRQEuwRFnAAAAAGQvxAIAAAAB&reviewId=RFHG6DKUU25WQ","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"valerie clark","1.0 颗星，最多 5 颗星","Sad disappointment","2021年9月14日 在美国审核","已确认购买","I’ve read most of Mr. Rutherford’s books which I have throughly enjoyed. China being the exception.  Dry dull at times with little story line. The ending felt like he just ran out of things to write.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKeV4jnSL7mF1%252ByJNDo4ZFRs3AL6eCAlDWc9sktrgmd7AAAAAGQvxAIAAAAB%26reviewId%3DR35QUK9W9NJY9U&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKeV4jnSL7mF1%2ByJNDo4ZFRs3AL6eCAlDWc9sktrgmd7AAAAAGQvxAIAAAAB&reviewId=R35QUK9W9NJY9U","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Marilyn Gillespie","1.0 颗星，最多 5 颗星","First disappointing Rutherford","2021年6月3日 在美国审核","已确认购买","This is first Rutherford book I’ve been disappointed in. Instead of covering thousands of years as he usually does, this is just about the Opium wars. A few years!  I wondered how he’d get a book on China past China’s censors. He didn’t.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHzhgrg%252Bkq1mS9Esr0RDvtAEFKRlt9sMTpRhq5CPxGPXAAAAAGQvxAIAAAAB%26reviewId%3DR3AIMVK3N40BGG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","6 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHzhgrg%2Bkq1mS9Esr0RDvtAEFKRlt9sMTpRhq5CPxGPXAAAAAGQvxAIAAAAB&reviewId=R3AIMVK3N40BGG","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Kathy C","1.0 颗星，最多 5 颗星","Book ends in 1908.","2021年6月1日 在美国审核","已确认购买","Where are Mao’s Cultural Revolution and the present day that are mentioned in About This Book?  Did I get half a book on Kindle or is this another 2 parter?  If so it should say so in the description.  Very disappointed.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAz7n9bWoygFRQG4k1MNggQ2J00haECT%252FCwYc31TLMAJAAAAAGQvxAIAAAAB%26reviewId%3DR2IGBMVMMB65IM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","7 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAz7n9bWoygFRQG4k1MNggQ2J00haECT%2FCwYc31TLMAJAAAAAGQvxAIAAAAB&reviewId=R2IGBMVMMB65IM","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"marlene sheff","1.0 颗星，最多 5 颗星","Pages missing in Kindle edition","2021年5月14日 在美国审核","已确认购买","Good so far, but tough to read when the Kindle version has pages missing.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGZ%252FFSZncbRO4wP8S1KigsArcseOgVCdZRco5akINTZPAAAAAGQvxAIAAAAB%26reviewId%3DRUHO9Y5UGMIRM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","98 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGZ%2FFSZncbRO4wP8S1KigsArcseOgVCdZRco5akINTZPAAAAAGQvxAIAAAAB&reviewId=RUHO9Y5UGMIRM","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"DCD","1.0 颗星，最多 5 颗星","Mere Cheerleading for the British Conquest of China","2023年1月9日 在美国审核","","This book is not about China, but about how and why the British brought China to its knees from 1840 onward. The title could be Britain's Glorious Asian Adventures. The only real character exploration is done for Western characters, particularly the British that Rutherford understands. The Chinese characters are merely stick figures made from a bundle of stereotypes constituting character flaws. The prejudice is as palpable as dinner conversation at a British colonial club in Asia. The depiction of China is as authentic as food from a West End Panda Express.I read and enjoyed both London and Sarum. Rutherford is clearly at his best writing about his own country and people. What he has done to the Chinese in this book is very hard to read. I have not seen prejudicial characterizations of this kind in years. Just for the readers information, I lived over a decade in Hong Kong and have studied the same history that Rutherford pretends to cover. Another less prejudicial historical fiction narrative you might try if you are interested in the British takeover of the Middle Kingdom is the trilogy from Amitav Ghosh about the Opium Wars.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPFIMG7eSocqtox2FVzYe2%252BkXh0Zod%252B%252FxnnKo2sEby7iAAAAAGQvxAIAAAAB%26reviewId%3DRJ18NLMONI0QK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPFIMG7eSocqtox2FVzYe2%2BkXh0Zod%2B%2FxnnKo2sEby7iAAAAAGQvxAIAAAAB&reviewId=RJ18NLMONI0QK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Kindle Customer","4.0 颗星，最多 5 颗星","Interesting book","2022年5月1日 在美国审核","","After reading Paris, awhile ago I definitely wanted to read this.  Very much enjoyed following different families and history of all involved.  Definitely worth your time.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAwAp1wnQcim6Q4aO7p259MSb8KY6TpGymb1SljkHokXAAAAAGQvxAIAAAAB%26reviewId%3DR35SKFHX89JO5C&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAwAp1wnQcim6Q4aO7p259MSb8KY6TpGymb1SljkHokXAAAAAGQvxAIAAAAB&reviewId=R35SKFHX89JO5C","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Laura","5.0 颗星，最多 5 颗星","Brilliant, sweeping story of China -- 1839-1900","2021年5月16日 在美国审核","","Writing:  5/5  Plot: 5/5 Characters: 5/5A sweeping novel of China from 1839 - 1900,  from the Opium Wars through China’s Century of Humiliation to the suppression of the Boxer rebellion.  It’s the story of the conflicts surrounding the forced opening of China to Western trade, customs, and religion.  The story is told through a variety of characters who span cultures, classes, backgrounds, and professions (including plenty of women characters with different roles, abilities and agendas).  Multiple generations of characters such as a young English merchant trying to make his fortune (through opium), an upright Mandarin charged with enforcing the emperor’s ban of opium, a palace eunuch, a peasant girl, a mercenary pirate, a missionary, a Manchu bannerman, the emperor and various concubines and princes, and some craftsmen.  The characters have depth, too.  They reflect on what is happening, how they feel about their own role, and how to achieve their goals while maintaining their values (or how to shift their values to attain their goals).I love that history itself is the protagonist in this novel, rather than the background setting for individual stories.  Everything is told through the personal stories of the characters — either through participation in the action or through conversations between neighbors, colleagues, and family members.  Even past history is exemplified in ritual and description of the origin of individual morality.  This approach brings to the fore what it was like to live through these times with only direct observations and rumors as sources of information.  And how very different that information was depending on your location, background, profession, culture and connections.  Additionally, there were so many fascinating descriptions of various ways of life — all told in a style that was interesting because someone was learning it (e.g. a craft) or going through it — so always real and never dry.  This was a long book, and I literally had trouble putting it down.  (As a warning, one of these “fascinating” descriptions was about foot binding, and I skimmed through trying not to read that at all.  Of all the atrocities visited upon humans, this is the one I find most horrific and barbaric (yes, even more than female circumcision which comes in a close second).This is my first Rutherfurd and I’m now going back to read more. Meticulously researched, personal and accurate — a kind of modern day Michener for those old enough to remember classics like Tales of the South Pacific, Hawaii, The Source, or Caravans.  After reading this, I have a far more in-depth understanding about the relationship between China and the West and of life in the 19th century.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHIWr4kxEt4YAJzPUa0WSBD3swVw%252F8XdJySRp4%252Fw6S8EAAAAAGQvxAIAAAAB%26reviewId%3DR1M5C131VS24Q&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","13 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHIWr4kxEt4YAJzPUa0WSBD3swVw%2F8XdJySRp4%2Fw6S8EAAAAAGQvxAIAAAAB&reviewId=R1M5C131VS24Q","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"omarali50","5.0 颗星，最多 5 颗星","Great read about 19th C China","2022年4月6日 在美国审核","","Rutherford writes these sweeping sagas about particular places (Paris, New York) and clearly researches a lot before he writes. This one covers China from the first opium war to the end of the Qing dynasty. As usual, he has created characters (a British opium trader, a missionary, a Chinese mandarin, a Chinese rebel, a eunuch in the Manchu court, etc) that cover all important events (opium wars, Taiping rebellion, court intrigues, empress Cixi, etc). The book is a fun read and the history is well researched. While you can read many books about the history of the era, this one fills in the social mores, family dynamics etc in ways that a history text cannot. Well worth a read.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLxFqfFqao%252Fy2PkjuqgZEW5AMPbF2bAgKXzigVdmGHyfAAAAAGQvxAIAAAAB%26reviewId%3DRVVH7BHJ2JI2A&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLxFqfFqao%2Fy2PkjuqgZEW5AMPbF2bAgKXzigVdmGHyfAAAAAGQvxAIAAAAB&reviewId=RVVH7BHJ2JI2A","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Harrison Hutchens","4.0 颗星，最多 5 颗星","Typical Rutherford novel with narrower time-frame","2021年11月14日 在美国审核","","According to the product description ""The story begins in 1839, at the dawn of the First Opium War, and follows Chinese history through Mao's Cultural Revolution and up to the present day"".I was therefore surprised when the book came to a sudden halt after the briefest of references to the dissolution of the empire following the 1911 revolution and the rise of regional warlords.The story and writing is generally what you might expect of Rutherford, but captured far less of the subject than most of his books. I am mystified as to why the product description is so misleading. It is the same on every online bookseller and library I have checked.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHNEaFSN0V3ZR3a56P6GcRZjJbNnS%252BBEYyf7emVYYPMIAAAAAGQvxAMAAAAB%26reviewId%3DR1AVTIEEMBJULF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHNEaFSN0V3ZR3a56P6GcRZjJbNnS%2BBEYyf7emVYYPMIAAAAAGQvxAMAAAAB&reviewId=R1AVTIEEMBJULF","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Steven M. Anthony","4.0 颗星，最多 5 颗星","Very Typical Rutherfurd","2021年8月23日 在美国审核","","I’ve read every book written by Edward Rutherfurd, and have found them all to be very readable and educational.  He writes very much in the same style and genre as James Michener, though perhaps just a slight cut below Michener’s best work.This book differs slightly from that of both Michener and Rutherfurd’s previous works, in that it covers a relatively short time frame of 60 years.  It commences with the years immediately preceding the Opium War of the 1840s, focusing on Macau, Canton and the founding of Hong Kong, then progresses through the Taiping and Boxer Rebellions into the early years of the 20th century.As in his previous works, Rutherfurd tells the story of China during the period by looking at the lives of several of the actors, including a British trader, a Chinese peasant woman, a Chinese pirate, a sub-prefect and an imperial court eunuch.  The author alternates story arcs well through the period in question.While the time frame in this case is compressed when compared to his previous work, earlier years of Chinese history are touched upon within many of the story arcs.  If you’ve read Rutherfurd before, you know what to expect and wont be disappointed.  If you’ve read and enjoyed Michener, you’ll find Rutherfurd a worthy successor.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEZ2NzUV5xvb1Qj1hofxYxWkSOFBJavCjLX1SWzdaQXUAAAAAGQvxAMAAAAB%26reviewId%3DR1UZ3ZURHILP7U&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEZ2NzUV5xvb1Qj1hofxYxWkSOFBJavCjLX1SWzdaQXUAAAAAGQvxAMAAAAB&reviewId=R1UZ3ZURHILP7U","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
