"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-size-base 6"
"Barbara Smith","5.0 颗星，最多 5 颗星","Loved every page of it! My favorite so far","2021年6月23日 在美国审核","已确认购买","I loved all the characters, the descriptions of China, the opium wars, the boxer rebellion. I read till my eyes drooped.Amazing book!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKv79tVUAjfr0izppkkFsSKKWtR%252FC8F4VRBKAcryTiX5AAAAAGQvw%252F4AAAAB%26reviewId%3DR2Y420BDG1O7YK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKv79tVUAjfr0izppkkFsSKKWtR%2FC8F4VRBKAcryTiX5AAAAAGQvw%2F4AAAAB&reviewId=R2Y420BDG1O7YK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Helena Montana","5.0 颗星，最多 5 颗星","A very good story about China.","2021年6月29日 在美国审核","已确认购买","This was a gift and the recipient says that he enjoyed it very much.I will get to read it later.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAL544Cphmc8LrjS7O1z8nKOrj4IVsx%252FHEgf6y1qeVWeAAAAAGQvw%252F4AAAAB%26reviewId%3DROYI609WKOWVR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAL544Cphmc8LrjS7O1z8nKOrj4IVsx%2FHEgf6y1qeVWeAAAAAGQvw%2F4AAAAB&reviewId=ROYI609WKOWVR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Kindle Customer Heide Farrar","3.0 颗星，最多 5 颗星","Not his best, but interesting and informative","2021年9月22日 在美国审核","已确认购买","The author  seemed uncomfortable with Asian culture and history.  Compared with Russka, for instance, the book did not flow, but it held my interest.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBSEJhbXPTb0fVMVds5%252FN9J3AoG6VfYl60bL%252FJ5SJsV1AAAAAGQvw%252F8AAAAB%26reviewId%3DRSV79E916HA4G&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBSEJhbXPTb0fVMVds5%2FN9J3AoG6VfYl60bL%2FJ5SJsV1AAAAAGQvw%2F8AAAAB&reviewId=RSV79E916HA4G","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Kevin chaitin","5.0 颗星，最多 5 颗星","Mesmerizing !","2021年10月21日 在美国审核","已确认购买","Messmerizing in parts and good throughout ! Rutherford's best book since Russka !!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDFT4tByk3Qqu5v6Txp2MMypvwcdJmm2V3evx53DV521AAAAAGQvw%252F8AAAAB%26reviewId%3DR1O8ARX6J2JHGK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDFT4tByk3Qqu5v6Txp2MMypvwcdJmm2V3evx53DV521AAAAAGQvw%2F8AAAAB&reviewId=R1O8ARX6J2JHGK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Beverly Granberg","5.0 颗星，最多 5 颗星","Spellbinding… so much to know about China! Wish he’d write another of a different era 🥰","2021年8月26日 在美国审核","已确认购买","I loved the book… in fact, all of his books. Keep em coming… and more about China!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLlag%252F5UnEV5W5TpwxMUxmtEgYyszkT6KSLWU3gVP6JXAAAAAGQvw%252F8AAAAB%26reviewId%3DR3SHTNSCYRRQV1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLlag%2F5UnEV5W5TpwxMUxmtEgYyszkT6KSLWU3gVP6JXAAAAAGQvw%2F8AAAAB&reviewId=R3SHTNSCYRRQV1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Robert D Martin","3.0 颗星，最多 5 颗星","Informative without literary starlight.","2021年7月24日 在美国审核","已确认购买","Accurate  history. Good story line. Characters who drove the narrative. Intellectually  sound. Very informative. Writing is pedestrian and syntactically without poetry. Staid but serviceable. A slightly tedious read.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJtdTe%252B0ZAp4UOBzch0TCV6pDqdLe3yMOdvrDm8ADEuzAAAAAGQvw%252F8AAAAB%26reviewId%3DRK2QY4AE88LBC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJtdTe%2B0ZAp4UOBzch0TCV6pDqdLe3yMOdvrDm8ADEuzAAAAAGQvw%2F8AAAAB&reviewId=RK2QY4AE88LBC","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Karen Feole-Teppo","5.0 颗星，最多 5 颗星","Spellbinding good read","2021年5月18日 在美国审核","已确认购买","Rutherfurd captures the readers imagination as they become enraptured in this epic read. From the first word to the last, it holds your attention.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBbAB9KW2jACsQTXByFNVLybqKYQbeh97CIncEZlTfjmAAAAAGQvw%252F8AAAAB%26reviewId%3DR150NA90QB7Q19&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","2 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBbAB9KW2jACsQTXByFNVLybqKYQbeh97CIncEZlTfjmAAAAAGQvw%2F8AAAAB&reviewId=R150NA90QB7Q19","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Pw","3.0 颗星，最多 5 颗星","Not his best.","2021年9月17日 在美国审核","已确认购买","It does not come up to his other books like Paris or even New York. Nothing much really happens and is a bit rambling.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDa1ag10%252BCdZ1JK7d7qujKp4%252FPzWGMlxbCH2y3O28x6SAAAAAGQvw%252F8AAAAB%26reviewId%3DR21HLF6XZ4KBVF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDa1ag10%2BCdZ1JK7d7qujKp4%2FPzWGMlxbCH2y3O28x6SAAAAAGQvw%2F8AAAAB&reviewId=R21HLF6XZ4KBVF","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"coco","5.0 颗星，最多 5 颗星","Great read!","2021年11月23日 在美国审核","已确认购买","Couldn’t put it down. Great reading for these cold winter nights!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEtWO5bHFL149A%252FGFTAF%252FORLwqZ%252BQCM9m%252B0o3lsFWqBJAAAAAGQvw%252F8AAAAB%26reviewId%3DRJE4HXFJRZEBK&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEtWO5bHFL149A%2FGFTAF%2FORLwqZ%2BQCM9m%2B0o3lsFWqBJAAAAAGQvw%2F8AAAAB&reviewId=RJE4HXFJRZEBK","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Carol Bowen","5.0 颗星，最多 5 颗星","Highly recommend.","2021年5月29日 在美国审核","已确认购买","It is as wonderful, descriptive, and easy to read as all his other novels.  Great characters.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFCrqS0a56KwWSYI5wbt5Jlno7C6NRBk%252FRv6lbZ44%252Ff3AAAAAGQvw%252F8AAAAB%26reviewId%3DR1RCQE5TD496A1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFCrqS0a56KwWSYI5wbt5Jlno7C6NRBk%2FRv6lbZ44%2Ff3AAAAAGQvw%2F8AAAAB&reviewId=R1RCQE5TD496A1","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Stephen D Hughes","5.0 颗星，最多 5 颗星","My wife is a big Rutherford fan and Cuna is very topical","2022年1月10日 在美国审核","已确认购买","I did above","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCrB2I6BODdP7ukuF%252Bra1HbBzlh9eYm7seFosOCyo7b7AAAAAGQvw%252F8AAAAB%26reviewId%3DRB5651LVKCXQF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCrB2I6BODdP7ukuF%2Bra1HbBzlh9eYm7seFosOCyo7b7AAAAAGQvw%2F8AAAAB&reviewId=RB5651LVKCXQF","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Barbara Cloutier","5.0 颗星，最多 5 颗星","why is history so imbeded in this country?","2021年8月18日 在美国审核","已确认购买","Liked it, as well as his other accounts","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOtzCc3RWNWphIRDbAgQBjLMmo6ipLo75MbNfz3kPHGmAAAAAGQvw%252F8AAAAB%26reviewId%3DR3M40T97EQ1M9W&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOtzCc3RWNWphIRDbAgQBjLMmo6ipLo75MbNfz3kPHGmAAAAAGQvw%2F8AAAAB&reviewId=R3M40T97EQ1M9W","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Theresa Kwon","5.0 颗星，最多 5 颗星","page turner","2021年7月7日 在美国审核","已确认购买","All of his books are wonderful to read","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFHwSSjkKV3cpMY%252FA9QV210rB9%252FF9XerpYlAqrJZSizaAAAAAGQvxAEAAAAB%26reviewId%3DR3E5E565GSA3OT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFHwSSjkKV3cpMY%2FA9QV210rB9%2FF9XerpYlAqrJZSizaAAAAAGQvxAEAAAAB&reviewId=R3E5E565GSA3OT","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"beth minasi","5.0 颗星，最多 5 颗星","Wonderful book","2021年6月20日 在美国审核","已确认购买","Great book couldn t put it done","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKytJwAmKri0TUUF3QquwFw2qAMk3jQP7i%252Big7GDOHtIAAAAAGQvxAEAAAAB%26reviewId%3DR3TL45O2YKZ78Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKytJwAmKri0TUUF3QquwFw2qAMk3jQP7i%2Big7GDOHtIAAAAAGQvxAEAAAAB&reviewId=R3TL45O2YKZ78Y","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Helga Loftin","5.0 颗星，最多 5 颗星","It is an easy read.","2021年7月12日 在美国审核","已确认购买","It's a wonderful and interesting book.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBkPd306Hon3EUDS9BZEIYYaMI3cYxpidXlWE1eF9SW7AAAAAGQvxAEAAAAB%26reviewId%3DRQ7DJI5P4IPJA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBkPd306Hon3EUDS9BZEIYYaMI3cYxpidXlWE1eF9SW7AAAAAGQvxAEAAAAB&reviewId=RQ7DJI5P4IPJA","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Rob W.","2.0 颗星，最多 5 颗星","Not his best...","2021年11月6日 在美国审核","已确认购买","I've read every Rutherford historic fiction novel, and thought they were remarkable. His talent for covering Paris and New York was unmatched. Providing insights into 50+ years of life in China for the last half of the nineteenth century was not worth the time for the tome.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAWg8baY2e3YQTPAfLTTGqs98K9LJSyxGa00tYgibUOgAAAAAGQvxAEAAAAB%26reviewId%3DR2MQTB603JB2W2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAWg8baY2e3YQTPAfLTTGqs98K9LJSyxGa00tYgibUOgAAAAAGQvxAEAAAAB&reviewId=R2MQTB603JB2W2","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"guayames","5.0 颗星，最多 5 颗星","Love all of his books!","2021年8月8日 在美国审核","已确认购买","Never disappoints!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPbz7l1lzaVyrQmZGHpebmo8uhJPVMILOFXKNOiNpXpBAAAAAGQvxAEAAAAB%26reviewId%3DRKFNFXHWJZCGU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPbz7l1lzaVyrQmZGHpebmo8uhJPVMILOFXKNOiNpXpBAAAAAGQvxAEAAAAB&reviewId=RKFNFXHWJZCGU","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Randy Smythe","3.0 颗星，最多 5 颗星","Not up to Rutherfurd's usual excellencellence","2021年6月29日 在美国审核","已确认购买","It's way too long.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNcvi23xnjERreEIg6ZUOrqbMmOHUrTHr3J2g813%252FGvSAAAAAGQvxAEAAAAB%26reviewId%3DR2IFLT4GS7Z3IP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNcvi23xnjERreEIg6ZUOrqbMmOHUrTHr3J2g813%2FGvSAAAAAGQvxAEAAAAB&reviewId=R2IFLT4GS7Z3IP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Liz83","1.0 颗星，最多 5 颗星","Rutherford should stick to European history","2021年9月5日 在美国审核","已确认购买","I love long, well-researched, well-written historical novels..sadly this was not such a novel.  The fact that Mr. Rutherford would focus so much on the European colonialists and try to paint them in some kind noble light was bad enough, but his descriptions of China were simply one-dimensional and his most of the Chinese characters bordered on cartoonish.  With 1000s of years of history that he would chose this small slice of China, basically the the empire in decline is very telling. Rutherford should stick to European history as he seems to have no understanding of China or any real desire to learn.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLe8%252B13EWGBFSwOrOet%252BLdjkZ5ux760GKdbLhlK6POazAAAAAGQvxAEAAAAB%26reviewId%3DR1CU96ZLRR8MXM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","4 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLe8%2B13EWGBFSwOrOet%2BLdjkZ5ux760GKdbLhlK6POazAAAAAGQvxAEAAAAB&reviewId=R1CU96ZLRR8MXM","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Maggie Rollins'Carney","5.0 颗星，最多 5 颗星","Quality","2021年5月23日 在美国审核","已确认购买","All gr3at.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDaygDe24h7ZTEt6oFj4k9q%252BWon3EeYG6CzL3yoZiOFHAAAAAGQvxAEAAAAB%26reviewId%3DR16DOAR0XMWU6N&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDaygDe24h7ZTEt6oFj4k9q%2BWon3EeYG6CzL3yoZiOFHAAAAAGQvxAEAAAAB&reviewId=R16DOAR0XMWU6N","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
